r,l,t,m,y,RateOfActivity
REGION1,SEA4N,LNDAGRBC1C04,53,2041,0.4881
REGION1,SEA1N,LNDAGRBC1C04,54,2042,2.8397
REGION1,SEA3D,LNDAGRBC1C04,54,2042,4.7402
REGION1,SEA4D,LNDAGRBC1C04,54,2042,1.8224
REGION1,SEA1N,LNDAGRBC1C04,51,2042,7.9023
REGION1,SEA2N,LNDAGRBC1C04,55,2042,11.0684
REGION1,SEA3N,LNDAGRBC1C04,55,2042,11.0684
REGION1,SEA4D,LNDAGRBC1C04,55,2042,3.8031
REGION1,SEA1D,LNDAGRBC1C04,53,2042,11.0684
REGION1,SEA1N,LNDAGRBC1C04,53,2042,0.3264
REGION1,SEA2D,LNDAGRBC1C04,53,2042,11.0684
REGION1,SEA3D,LNDAGRBC1C04,53,2042,6.3282
REGION1,SEA4D,LNDAGRBC1C04,53,2042,5.4429
REGION1,SEA4N,LNDAGRBC1C04,53,2042,11.0684
REGION1,SEA1D,LNDAGRBC1C04,54,2043,3.463
REGION1,SEA2N,LNDAGRBC1C04,54,2043,4.7924
REGION1,SEA4D,LNDAGRBC1C04,54,2043,0.1125
REGION1,SEA3N,LNDAGRBC1C04,51,2043,2.2209
REGION1,SEA4N,LNDAGRBC1C04,51,2043,3.7222
REGION1,SEA1N,LNDAGRBC1C04,55,2043,11.079
REGION1,SEA2N,LNDAGRBC1C04,55,2043,6.2866
REGION1,SEA4N,LNDAGRBC1C04,55,2043,7.3568
REGION1,SEA1D,LNDAGRBC1C04,53,2043,7.616
REGION1,SEA2D,LNDAGRBC1C04,53,2043,11.079
REGION1,SEA3D,LNDAGRBC1C04,53,2043,11.079
REGION1,SEA3N,LNDAGRBC1C04,53,2043,8.8581
REGION1,SEA4D,LNDAGRBC1C04,53,2043,10.9665
REGION1,SEA1D,LNDAGRBC1C04,54,2044,1.7132
REGION1,SEA2D,LNDAGRBC1C04,54,2044,4.4657
REGION1,SEA2N,LNDAGRBC1C04,51,2044,9.6584
REGION1,SEA1N,LNDAGRBC1C04,55,2044,6.5381
REGION1,SEA2D,LNDAGRBC1C04,55,2044,6.624
REGION1,SEA3D,LNDAGRBC1C04,55,2044,11.0897
REGION1,SEA1D,LNDAGRBC1C04,53,2044,9.3765
REGION1,SEA1N,LNDAGRBC1C04,53,2044,4.5516
REGION1,SEA2N,LNDAGRBC1C04,53,2044,1.4314
REGION1,SEA3N,LNDAGRBC1C04,53,2044,11.0897
REGION1,SEA4D,LNDAGRBC1C04,53,2044,11.0897
REGION1,SEA4N,LNDAGRBC1C04,53,2044,11.0897
REGION1,SEA3D,LNDAGRBC1C04,54,2045,4.6708
REGION1,SEA3N,LNDAGRBC1C04,54,2045,2.7517
REGION1,SEA4D,LNDAGRBC1C04,54,2045,1.4421
REGION1,SEA4D,LNDAGRBC1C04,51,2045,9.6584
REGION1,SEA1D,LNDAGRBC1C04,55,2045,11.1004
REGION1,SEA2D,LNDAGRBC1C04,55,2045,0.3382
REGION1,SEA3N,LNDAGRBC1C04,55,2045,8.3488
REGION1,SEA1N,LNDAGRBC1C04,53,2045,11.1004
REGION1,SEA2D,LNDAGRBC1C04,53,2045,10.7622
REGION1,SEA2N,LNDAGRBC1C04,53,2045,11.1004
REGION1,SEA3D,LNDAGRBC1C04,53,2045,6.4296
REGION1,SEA4N,LNDAGRBC1C04,53,2045,11.1004
REGION1,SEA1N,LNDAGRBC1C04,54,2046,0.0223
REGION1,SEA2D,LNDAGRBC1C04,54,2046,4.2262
REGION1,SEA4N,LNDAGRBC1C04,54,2046,2.095
REGION1,SEA3D,LNDAGRBC1C04,51,2046,8.6925
REGION1,SEA1D,LNDAGRBC1C04,55,2046,8.8828
REGION1,SEA3N,LNDAGRBC1C04,55,2046,11.1113
REGION1,SEA1D,LNDAGRBC1C04,53,2046,2.2285
REGION1,SEA1N,LNDAGRBC1C04,53,2046,11.089
REGION1,SEA2D,LNDAGRBC1C04,53,2046,6.8851
REGION1,SEA2N,LNDAGRBC1C04,53,2046,11.1113
REGION1,SEA3D,LNDAGRBC1C04,53,2046,2.4188
REGION1,SEA4D,LNDAGRBC1C04,53,2046,11.1113
REGION1,SEA4N,LNDAGRBC1C04,53,2046,9.0163
REGION1,SEA3D,LNDAGRBC1C04,54,2047,5.0068
REGION1,SEA3N,LNDAGRBC1C04,54,2047,3.0408
REGION1,SEA4D,LNDAGRBC1C04,54,2047,0.8612
REGION1,SEA1N,LNDAGRBC1C04,51,2047,7.9023
REGION1,SEA3D,LNDAGRBC1C04,55,2047,6.1157
REGION1,SEA3N,LNDAGRBC1C04,55,2047,8.0816
REGION1,SEA4N,LNDAGRBC1C04,55,2047,7.6334
REGION1,SEA1D,LNDAGRBC1C04,53,2047,11.1224
REGION1,SEA1N,LNDAGRBC1C04,53,2047,3.2201
REGION1,SEA2D,LNDAGRBC1C04,53,2047,11.1224
REGION1,SEA2N,LNDAGRBC1C04,53,2047,11.1224
REGION1,SEA4D,LNDAGRBC1C04,53,2047,10.2612
REGION1,SEA4N,LNDAGRBC1C04,53,2047,3.489
REGION1,SEA1D,LNDAGRBC1C04,54,2048,1.3693
REGION1,SEA1N,LNDAGRBC1C04,54,2048,3.9098
REGION1,SEA4N,LNDAGRBC1C04,54,2048,2.5295
REGION1,SEA4N,LNDAGRBC1C04,51,2048,5.795
REGION1,SEA1D,LNDAGRBC1C04,55,2048,9.7642
REGION1,SEA2N,LNDAGRBC1C04,55,2048,11.1336
REGION1,SEA4N,LNDAGRBC1C04,55,2048,2.809
REGION1,SEA1N,LNDAGRBC1C04,53,2048,7.2238
REGION1,SEA2D,LNDAGRBC1C04,53,2048,11.1336
REGION1,SEA3D,LNDAGRBC1C04,53,2048,11.1336
REGION1,SEA3N,LNDAGRBC1C04,53,2048,11.1336
REGION1,SEA4D,LNDAGRBC1C04,53,2048,11.1336
REGION1,SEA1D,LNDAGRBC1C04,54,2049,3.4836
REGION1,SEA1N,LNDAGRBC1C04,54,2049,0.0429
REGION1,SEA4N,LNDAGRBC1C04,54,2049,3.3257
REGION1,SEA1N,LNDAGRBC1C04,51,2049,7.9023
REGION1,SEA1D,LNDAGRBC1C04,55,2049,2.1646
REGION1,SEA3N,LNDAGRBC1C04,55,2049,11.1449
REGION1,SEA4D,LNDAGRBC1C04,55,2049,11.1449
REGION1,SEA1D,LNDAGRBC1C04,53,2049,5.4967
REGION1,SEA1N,LNDAGRBC1C04,53,2049,3.1997
REGION1,SEA2D,LNDAGRBC1C04,53,2049,11.1449
REGION1,SEA2N,LNDAGRBC1C04,53,2049,11.1449
REGION1,SEA3D,LNDAGRBC1C04,53,2049,11.1449
REGION1,SEA4N,LNDAGRBC1C04,53,2049,7.8192
REGION1,SEA2D,LNDAGRBC1C04,54,2050,3.6689
REGION1,SEA4N,LNDAGRBC1C04,54,2050,3.0025
REGION1,SEA3N,LNDAGRBC1C04,51,2050,6.209
REGION1,SEA3N,LNDAGRBC1C04,55,2050,4.7206
REGION1,SEA4D,LNDAGRBC1C04,55,2050,11.1563
REGION1,SEA4N,LNDAGRBC1C04,55,2050,8.1538
REGION1,SEA1D,LNDAGRBC1C04,53,2050,11.1563
REGION1,SEA1N,LNDAGRBC1C04,53,2050,11.1563
REGION1,SEA2D,LNDAGRBC1C04,53,2050,7.4874
REGION1,SEA2N,LNDAGRBC1C04,53,2050,11.1563
REGION1,SEA3D,LNDAGRBC1C04,53,2050,11.1563
REGION1,SEA3N,LNDAGRBC1C04,53,2050,0.2268
REGION1,SEA3N,LNDAGRBC1C05,51,2020,3.2378
REGION1,SEA3N,LNDAGRBC1C05,54,2020,0.2345
REGION1,SEA4D,LNDAGRBC1C05,54,2020,1.6185
REGION1,SEA1N,LNDAGRBC1C05,55,2020,10.4482
REGION1,SEA1D,LNDAGRBC1C05,53,2020,17.4833
REGION1,SEA1N,LNDAGRBC1C05,53,2020,6.9738
REGION1,SEA2D,LNDAGRBC1C05,53,2020,17.422
REGION1,SEA2N,LNDAGRBC1C05,53,2020,17.5253
REGION1,SEA3D,LNDAGRBC1C05,53,2020,17.422
REGION1,SEA3N,LNDAGRBC1C05,53,2020,13.9497
REGION1,SEA4D,LNDAGRBC1C05,53,2020,15.8035
REGION1,SEA4N,LNDAGRBC1C05,53,2020,17.422
REGION1,SEA1D,LNDAGRBC1C05,52,2020,543.2986
REGION1,SEA1N,LNDAGRBC1C05,52,2020,543.36
REGION1,SEA2D,LNDAGRBC1C05,52,2020,543.36
REGION1,SEA2N,LNDAGRBC1C05,52,2020,543.2566
REGION1,SEA3D,LNDAGRBC1C05,52,2020,543.36
REGION1,SEA3N,LNDAGRBC1C05,52,2020,543.36
REGION1,SEA4D,LNDAGRBC1C05,52,2020,543.36
REGION1,SEA4N,LNDAGRBC1C05,52,2020,543.36
REGION1,SEA2D,LNDAGRBC1C05,51,2021,2.833
REGION1,SEA1D,LNDAGRBC1C05,54,2021,1.2033
REGION1,SEA2D,LNDAGRBC1C05,55,2021,7.1831
REGION1,SEA1D,LNDAGRBC1C05,53,2021,16.2377
REGION1,SEA1N,LNDAGRBC1C05,53,2021,17.4445
REGION1,SEA2D,LNDAGRBC1C05,53,2021,7.4249
REGION1,SEA2N,LNDAGRBC1C05,53,2021,17.4445
REGION1,SEA3D,LNDAGRBC1C05,53,2021,17.4445
REGION1,SEA3N,LNDAGRBC1C05,53,2021,17.4434
REGION1,SEA4D,LNDAGRBC1C05,53,2021,17.4445
REGION1,SEA4N,LNDAGRBC1C05,53,2021,17.441
REGION1,SEA1D,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA1N,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA2D,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA2N,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA3D,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA3N,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA4D,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA4N,LNDAGRBC1C05,52,2021,538.1065
REGION1,SEA2D,LNDAGRBC1C05,51,2022,2.833
REGION1,SEA1N,LNDAGRBC1C05,54,2022,1.2287
REGION1,SEA4D,LNDAGRBC1C05,54,2022,0.5249
REGION1,SEA2D,LNDAGRBC1C05,55,2022,7.1831
REGION1,SEA1D,LNDAGRBC1C05,53,2022,17.4421
REGION1,SEA1N,LNDAGRBC1C05,53,2022,16.2134
REGION1,SEA2D,LNDAGRBC1C05,53,2022,7.4259
REGION1,SEA2N,LNDAGRBC1C05,53,2022,17.4421
REGION1,SEA3D,LNDAGRBC1C05,53,2022,17.4421
REGION1,SEA3N,LNDAGRBC1C05,53,2022,17.4421
REGION1,SEA4D,LNDAGRBC1C05,53,2022,16.9171
REGION1,SEA4N,LNDAGRBC1C05,53,2022,17.4589
REGION1,SEA1D,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA1N,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA2D,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA2N,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA3D,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA3N,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA4D,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA4N,LNDAGRBC1C05,52,2022,538.1878
REGION1,SEA2N,LNDAGRBC1C05,51,2023,5.0365
REGION1,SEA3N,LNDAGRBC1C05,54,2023,1.3171
REGION1,SEA2D,LNDAGRBC1C05,55,2023,7.1831
REGION1,SEA1D,LNDAGRBC1C05,53,2023,17.4467
REGION1,SEA1N,LNDAGRBC1C05,53,2023,17.4467
REGION1,SEA2D,LNDAGRBC1C05,53,2023,10.2635
REGION1,SEA2N,LNDAGRBC1C05,53,2023,12.4101
REGION1,SEA3D,LNDAGRBC1C05,53,2023,17.4467
REGION1,SEA3N,LNDAGRBC1C05,53,2023,16.1295
REGION1,SEA4D,LNDAGRBC1C05,53,2023,17.4467
REGION1,SEA4N,LNDAGRBC1C05,53,2023,17.4467
REGION1,SEA1D,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA1N,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA2D,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA2N,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA3D,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA3N,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA4D,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA4N,LNDAGRBC1C05,52,2023,537.8681
REGION1,SEA2D,LNDAGRBC1C05,51,2024,2.833
REGION1,SEA3N,LNDAGRBC1C05,54,2024,1.3314
REGION1,SEA2D,LNDAGRBC1C05,55,2024,7.1831
REGION1,SEA1D,LNDAGRBC1C05,53,2024,17.4487
REGION1,SEA1N,LNDAGRBC1C05,53,2024,17.4487
REGION1,SEA2D,LNDAGRBC1C05,53,2024,7.4325
REGION1,SEA2N,LNDAGRBC1C05,53,2024,17.4487
REGION1,SEA3D,LNDAGRBC1C05,53,2024,17.4487
REGION1,SEA3N,LNDAGRBC1C05,53,2024,16.1172
REGION1,SEA4D,LNDAGRBC1C05,53,2024,17.4487
REGION1,SEA4N,LNDAGRBC1C05,53,2024,17.4487
REGION1,SEA1D,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA1N,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA2D,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA2N,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA3D,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA3N,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA4D,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA4N,LNDAGRBC1C05,52,2024,537.5994
REGION1,SEA3N,LNDAGRBC1C05,51,2025,3.2378
REGION1,SEA3N,LNDAGRBC1C05,54,2025,1.3464
REGION1,SEA4D,LNDAGRBC1C05,55,2025,12.77
REGION1,SEA1D,LNDAGRBC1C05,53,2025,17.4508
REGION1,SEA1N,LNDAGRBC1C05,53,2025,17.4508
REGION1,SEA2D,LNDAGRBC1C05,53,2025,17.4508
REGION1,SEA2N,LNDAGRBC1C05,53,2025,17.4508
REGION1,SEA3D,LNDAGRBC1C05,53,2025,17.4508
REGION1,SEA3N,LNDAGRBC1C05,53,2025,12.8666
REGION1,SEA4D,LNDAGRBC1C05,53,2025,4.6808
REGION1,SEA4N,LNDAGRBC1C05,53,2025,17.4508
REGION1,SEA1D,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA1N,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA2D,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA2N,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA3D,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA3N,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA4D,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA4N,LNDAGRBC1C05,52,2025,537.5383
REGION1,SEA2D,LNDAGRBC1C05,51,2026,2.833
REGION1,SEA2D,LNDAGRBC1C05,54,2026,1.1912
REGION1,SEA2D,LNDAGRBC1C05,55,2026,7.1831
REGION1,SEA1D,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA1N,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA2D,LNDAGRBC1C05,53,2026,6.2455
REGION1,SEA2N,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA3D,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA3N,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA4D,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA4N,LNDAGRBC1C05,53,2026,17.4529
REGION1,SEA1D,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA1N,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA2D,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA2N,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA3D,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA3N,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA4D,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA4N,LNDAGRBC1C05,52,2026,537.2759
REGION1,SEA4N,LNDAGRBC1C05,51,2027,3.0219
REGION1,SEA4N,LNDAGRBC1C05,54,2027,1.2847
REGION1,SEA4N,LNDAGRBC1C05,55,2027,7.662
REGION1,SEA1D,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA1N,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA2D,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA2N,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA3D,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA3N,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA4D,LNDAGRBC1C05,53,2027,17.455
REGION1,SEA4N,LNDAGRBC1C05,53,2027,5.4865
REGION1,SEA1D,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA1N,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA2D,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA2N,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA3D,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA3N,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA4D,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA4N,LNDAGRBC1C05,52,2027,537.1446
REGION1,SEA1D,LNDAGRBC1C05,51,2028,3.0219
REGION1,SEA3N,LNDAGRBC1C05,54,2028,1.3914
REGION1,SEA1D,LNDAGRBC1C05,55,2028,7.662
REGION1,SEA1D,LNDAGRBC1C05,53,2028,6.7614
REGION1,SEA1N,LNDAGRBC1C05,53,2028,17.4453
REGION1,SEA2D,LNDAGRBC1C05,53,2028,17.4453
REGION1,SEA2N,LNDAGRBC1C05,53,2028,17.4453
REGION1,SEA3D,LNDAGRBC1C05,53,2028,17.4453
REGION1,SEA3N,LNDAGRBC1C05,53,2028,16.1375
REGION1,SEA4D,LNDAGRBC1C05,53,2028,17.4453
REGION1,SEA4N,LNDAGRBC1C05,53,2028,17.4453
REGION1,SEA1D,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA1N,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA2D,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA2N,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA3D,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA3N,LNDAGRBC1C05,52,2028,550.9303
REGION1,SEA4D,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA4N,LNDAGRBC1C05,52,2028,551.0139
REGION1,SEA1N,LNDAGRBC1C05,51,2029,4.1208
REGION1,SEA4N,LNDAGRBC1C05,54,2029,1.3127
REGION1,SEA4N,LNDAGRBC1C05,55,2029,7.662
REGION1,SEA1D,LNDAGRBC1C05,53,2029,17.4565
REGION1,SEA1N,LNDAGRBC1C05,53,2029,13.3357
REGION1,SEA2D,LNDAGRBC1C05,53,2029,17.4565
REGION1,SEA2N,LNDAGRBC1C05,53,2029,17.4565
REGION1,SEA3D,LNDAGRBC1C05,53,2029,17.4565
REGION1,SEA3N,LNDAGRBC1C05,53,2029,17.4763
REGION1,SEA4D,LNDAGRBC1C05,53,2029,17.4565
REGION1,SEA4N,LNDAGRBC1C05,53,2029,8.4818
REGION1,SEA1D,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA1N,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA2D,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA2N,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA3D,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA3N,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA4D,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA4N,LNDAGRBC1C05,52,2029,550.7669
REGION1,SEA3N,LNDAGRBC1C05,51,2030,3.2378
REGION1,SEA3N,LNDAGRBC1C05,54,2030,1.4221
REGION1,SEA1N,LNDAGRBC1C05,55,2030,10.4482
REGION1,SEA1D,LNDAGRBC1C05,53,2030,17.4615
REGION1,SEA1N,LNDAGRBC1C05,53,2030,7.0133
REGION1,SEA2D,LNDAGRBC1C05,53,2030,17.4615
REGION1,SEA2N,LNDAGRBC1C05,53,2030,17.4615
REGION1,SEA3D,LNDAGRBC1C05,53,2030,17.4615
REGION1,SEA3N,LNDAGRBC1C05,53,2030,12.8016
REGION1,SEA4D,LNDAGRBC1C05,53,2030,17.4615
REGION1,SEA4N,LNDAGRBC1C05,53,2030,17.4615
REGION1,SEA1D,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA1N,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA2D,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA2N,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA3D,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA3N,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA4D,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA4N,LNDAGRBC1C05,52,2030,550.5784
REGION1,SEA1D,LNDAGRBC1C05,51,2031,3.0219
REGION1,SEA2D,LNDAGRBC1C05,54,2031,0.8515
REGION1,SEA2N,LNDAGRBC1C05,54,2031,0.7228
REGION1,SEA1D,LNDAGRBC1C05,55,2031,7.662
REGION1,SEA1D,LNDAGRBC1C05,53,2031,6.7798
REGION1,SEA1N,LNDAGRBC1C05,53,2031,17.4637
REGION1,SEA2D,LNDAGRBC1C05,53,2031,16.6122
REGION1,SEA2N,LNDAGRBC1C05,53,2031,16.7409
REGION1,SEA3D,LNDAGRBC1C05,53,2031,17.4637
REGION1,SEA3N,LNDAGRBC1C05,53,2031,17.4637
REGION1,SEA4D,LNDAGRBC1C05,53,2031,17.4637
REGION1,SEA4N,LNDAGRBC1C05,53,2031,17.4637
REGION1,SEA1D,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA1N,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA2D,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA2N,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA3D,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA3N,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA4D,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA4N,LNDAGRBC1C05,52,2031,550.2608
REGION1,SEA3D,LNDAGRBC1C05,51,2032,4.5329
REGION1,SEA1N,LNDAGRBC1C05,54,2032,1.3709
REGION1,SEA3D,LNDAGRBC1C05,54,2032,0.527
REGION1,SEA3D,LNDAGRBC1C05,55,2032,11.493
REGION1,SEA1D,LNDAGRBC1C05,53,2032,17.4659
REGION1,SEA1N,LNDAGRBC1C05,53,2032,16.095
REGION1,SEA2D,LNDAGRBC1C05,53,2032,17.4659
REGION1,SEA2N,LNDAGRBC1C05,53,2032,17.4659
REGION1,SEA3D,LNDAGRBC1C05,53,2032,0.9131
REGION1,SEA3N,LNDAGRBC1C05,53,2032,17.4659
REGION1,SEA4D,LNDAGRBC1C05,53,2032,17.4659
REGION1,SEA4N,LNDAGRBC1C05,53,2032,17.4659
REGION1,SEA1D,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA1N,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA2D,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA2N,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA3D,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA3N,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA4D,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA4N,LNDAGRBC1C05,52,2032,550.2387
REGION1,SEA4N,LNDAGRBC1C05,51,2033,3.0219
REGION1,SEA1D,LNDAGRBC1C05,54,2033,0.8508
REGION1,SEA2N,LNDAGRBC1C05,54,2033,0.7391
REGION1,SEA4D,LNDAGRBC1C05,54,2033,0.1296
REGION1,SEA2D,LNDAGRBC1C05,55,2033,7.1831
REGION1,SEA1D,LNDAGRBC1C05,53,2033,16.6175
REGION1,SEA1N,LNDAGRBC1C05,53,2033,17.4683
REGION1,SEA2D,LNDAGRBC1C05,53,2033,10.2851
REGION1,SEA2N,LNDAGRBC1C05,53,2033,16.7292
REGION1,SEA3D,LNDAGRBC1C05,53,2033,17.4683
REGION1,SEA3N,LNDAGRBC1C05,53,2033,17.4683
REGION1,SEA4D,LNDAGRBC1C05,53,2033,17.3387
REGION1,SEA4N,LNDAGRBC1C05,53,2033,14.4464
REGION1,SEA1D,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA1N,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA2D,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA2N,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA3D,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA3N,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA4D,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA4N,LNDAGRBC1C05,52,2033,550.0014
REGION1,SEA1D,LNDAGRBC1C05,51,2034,3.0219
REGION1,SEA4N,LNDAGRBC1C05,54,2034,1.3867
REGION1,SEA2N,LNDAGRBC1C05,55,2034,12.77
REGION1,SEA1D,LNDAGRBC1C05,53,2034,14.4486
REGION1,SEA1N,LNDAGRBC1C05,53,2034,17.4705
REGION1,SEA2D,LNDAGRBC1C05,53,2034,17.4705
REGION1,SEA2N,LNDAGRBC1C05,53,2034,4.7005
REGION1,SEA3D,LNDAGRBC1C05,53,2034,17.4705
REGION1,SEA3N,LNDAGRBC1C05,53,2034,17.4705
REGION1,SEA4D,LNDAGRBC1C05,53,2034,17.4705
REGION1,SEA4N,LNDAGRBC1C05,53,2034,16.0838
REGION1,SEA1D,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA1N,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA2D,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA2N,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA3D,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA3N,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA4D,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA4N,LNDAGRBC1C05,52,2034,549.862
REGION1,SEA2N,LNDAGRBC1C05,51,2035,2.3441
REGION1,SEA3D,LNDAGRBC1C05,51,2035,2.4231
REGION1,SEA2N,LNDAGRBC1C05,54,2035,2.3367
REGION1,SEA2N,LNDAGRBC1C05,55,2035,12.77
REGION1,SEA1D,LNDAGRBC1C05,53,2035,17.4508
REGION1,SEA1N,LNDAGRBC1C05,53,2035,17.4508
REGION1,SEA2D,LNDAGRBC1C05,53,2035,17.4508
REGION1,SEA3D,LNDAGRBC1C05,53,2035,15.0276
REGION1,SEA3N,LNDAGRBC1C05,53,2035,17.6065
REGION1,SEA4D,LNDAGRBC1C05,53,2035,17.4508
REGION1,SEA4N,LNDAGRBC1C05,53,2035,17.4508
REGION1,SEA1D,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA1N,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA2D,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA2N,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA3D,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA3N,LNDAGRBC1C05,52,2035,549.4861
REGION1,SEA4D,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA4N,LNDAGRBC1C05,52,2035,549.6418
REGION1,SEA3N,LNDAGRBC1C05,51,2036,1.7329
