r,t,y,NewCapacity
REGION1,LNDBLTBC1,2022,3.8087
REGION1,LNDBLTBC1,2023,3.8506
REGION1,LNDBLTBC1,2024,3.8929
REGION1,LNDBLTBC1,2025,3.9359
REGION1,LNDBLTBC1,2026,3.9791
REGION1,LNDBLTBC1,2027,4.0229
REGION1,LNDBLTBC1,2028,4.0672
REGION1,LNDBLTBC1,2029,4.1118
REGION1,LNDBLTBC1,2030,4.1571
REGION1,LNDBLTBC1,2031,4.2028
REGION1,LNDBLTBC1,2032,4.2491
REGION1,LNDBLTBC1,2033,4.2958
REGION1,LNDBLTBC1,2034,4.343
REGION1,LNDBLTBC1,2035,4.3908
REGION1,LNDBLTBC1,2036,4.4391
REGION1,LNDBLTBC1,2037,4.4879
REGION1,LNDBLTBC1,2038,4.5373
REGION1,LNDBLTBC1,2039,4.5872
REGION1,LNDBLTBC1,2040,4.6377
REGION1,LNDBLTBC1,2041,4.6887
REGION1,LNDBLTBC1,2042,4.7402
REGION1,LNDBLTBC1,2043,4.7924
REGION1,LNDBLTBC1,2044,4.8451
REGION1,LNDBLTBC1,2045,4.8984
REGION1,LNDBLTBC1,2046,4.9523
REGION1,LNDBLTBC1,2047,5.0068
REGION1,LNDBLTBC1,2048,5.0618
REGION1,LNDBLTBC1,2049,5.1176
REGION1,LNDBLTBC1,2050,5.1738
REGION1,LNDBRLHRBC1,2029,0.0141
REGION1,LNDBRLHRBC1,2030,0.0181
REGION1,LNDBRLHRBC1,2031,0.0168
REGION1,LNDBRLHRBC1,2032,0.0168
REGION1,LNDBRLHRBC1,2033,0.0168
REGION1,LNDBRLHRBC1,2034,0.0168
REGION1,LNDBRLHRBC1,2035,0.0168
REGION1,LNDBRLHRBC1,2036,0.0025
REGION1,LNDBRLHRBC1,2037,0.0025
REGION1,LNDBRLHRBC1,2038,0.0025
REGION1,LNDBRLHRBC1,2039,0.0038
REGION1,LNDBRLHRBC1,2040,0.0025
REGION1,LNDBRLHRBC1,2041,0.0025
REGION1,LNDBRLHRBC1,2042,0.0025
REGION1,LNDBRLHRBC1,2043,0.0025
REGION1,LNDBRLHRBC1,2044,0.0166
REGION1,LNDBRLHRBC1,2045,0.0206
REGION1,LNDBRLHRBC1,2046,0.0193
REGION1,LNDBRLHRBC1,2047,0.0193
REGION1,LNDBRLHRBC1,2048,0.0193
REGION1,LNDBRLHRBC1,2049,0.0193
REGION1,LNDBRLHRBC1,2050,0.0206
REGION1,LNDFORBC1,2020,543.36
REGION1,LNDFORBC1,2021,538.1065
REGION1,LNDFORBC1,2022,538.1878
REGION1,LNDFORBC1,2023,537.8681
REGION1,LNDFORBC1,2024,537.5994
REGION1,LNDFORBC1,2025,537.5383
REGION1,LNDFORBC1,2026,537.2759
REGION1,LNDFORBC1,2027,537.1446
REGION1,LNDFORBC1,2028,551.0139
REGION1,LNDFORBC1,2029,550.7669
REGION1,LNDFORBC1,2030,550.5784
REGION1,LNDFORBC1,2031,550.2608
REGION1,LNDFORBC1,2032,550.2387
REGION1,LNDFORBC1,2033,550.0014
REGION1,LNDFORBC1,2034,549.862
REGION1,LNDFORBC1,2035,549.6418
REGION1,LNDFORBC1,2036,549.2746
REGION1,LNDFORBC1,2037,548.9645
REGION1,LNDFORBC1,2038,548.7322
REGION1,LNDFORBC1,2039,548.5856
REGION1,LNDFORBC1,2040,548.4052
REGION1,LNDFORBC1,2041,548.1335
REGION1,LNDFORBC1,2042,547.885
REGION1,LNDFORBC1,2043,547.6215
REGION1,LNDFORBC1,2044,547.3825
REGION1,LNDFORBC1,2045,547.1378
REGION1,LNDFORBC1,2046,546.8982
REGION1,LNDFORBC1,2047,546.6552
REGION1,LNDFORBC1,2048,546.4086
REGION1,LNDFORBC1,2049,546.1686
REGION1,LNDFORBC1,2050,545.923
REGION1,LNDGRSBC1,2020,160.5093
REGION1,LNDGRSBC1,2021,160.5093
REGION1,LNDGRSBC1,2022,160.5093
REGION1,LNDGRSBC1,2023,160.5093
REGION1,LNDGRSBC1,2024,160.5093
REGION1,LNDGRSBC1,2025,160.5093
REGION1,LNDGRSBC1,2026,160.5093
REGION1,LNDGRSBC1,2027,160.5093
REGION1,LNDGRSBC1,2028,160.5093
REGION1,LNDGRSBC1,2029,160.5093
REGION1,LNDGRSBC1,2030,160.5093
REGION1,LNDGRSBC1,2031,160.5093
REGION1,LNDGRSBC1,2032,160.5093
REGION1,LNDGRSBC1,2033,160.5093
REGION1,LNDGRSBC1,2034,160.5093
REGION1,LNDGRSBC1,2035,160.5093
REGION1,LNDGRSBC1,2036,160.5093
REGION1,LNDGRSBC1,2037,160.5093
REGION1,LNDGRSBC1,2038,160.5093
REGION1,LNDGRSBC1,2039,160.5093
REGION1,LNDGRSBC1,2040,160.5093
REGION1,LNDGRSBC1,2041,160.5093
REGION1,LNDGRSBC1,2042,160.5093
REGION1,LNDGRSBC1,2043,160.5093
REGION1,LNDGRSBC1,2044,160.5093
REGION1,LNDGRSBC1,2045,160.5093
REGION1,LNDGRSBC1,2046,160.5093
REGION1,LNDGRSBC1,2047,160.5093
REGION1,LNDGRSBC1,2048,160.5093
REGION1,LNDGRSBC1,2049,160.5093
REGION1,LNDGRSBC1,2050,160.5093
REGION1,LNDMAIHIBC1,2020,4.6922
REGION1,LNDMAIHIBC1,2021,3.1596
REGION1,LNDMAIHIBC1,2023,0.0593
REGION1,LNDMAIHIBC1,2024,0.1293
REGION1,LNDMAIHIBC1,2025,0.0097
REGION1,LNDMAIHIBC1,2026,0.1692
REGION1,LNDMAIHIBC1,2027,0.023
REGION1,LNDMAIHIBC1,2028,0.2622
REGION1,LNDMAIHIBC1,2029,0.1692
REGION1,LNDMAIHIBC1,2030,0.0496
REGION1,LNDMAIHIBC1,2031,0.1958
REGION1,LNDMAIHIBC1,2033,0.1124
REGION1,LNDMAIHIBC1,2034,0.0363
REGION1,LNDMAIHIBC1,2035,4.8082
REGION1,LNDMAIHIBC1,2036,3.3856
REGION1,LNDMAIHIBC1,2037,0.1728
REGION1,LNDMAIHIBC1,2038,0.1656
REGION1,LNDMAIHIBC1,2039,0.1426
REGION1,LNDMAIHIBC1,2040,0.0629
REGION1,LNDMAIHIBC1,2041,0.3021
REGION1,LNDMAIHIBC1,2042,0.1426
REGION1,LNDMAIHIBC1,2043,0.3818
REGION1,LNDMAIHIBC1,2044,0.2755
REGION1,LNDMAIHIBC1,2045,0.1559
REGION1,LNDMAIHIBC1,2046,0.3021
REGION1,LNDMAIHIBC1,2047,0.1063
REGION1,LNDMAIHIBC1,2048,0.2188
REGION1,LNDMAIHIBC1,2049,0.1293
REGION1,LNDMAIHIBC1,2050,4.9146
REGION1,LNDOATHIBC1,2025,0.007
REGION1,LNDOATHIBC1,2026,0.0181
REGION1,LNDOATHIBC1,2027,0.0181
REGION1,LNDOATHIBC1,2028,0.0181
REGION1,LNDOATHIBC1,2029,0.0204
REGION1,LNDOATHIBC1,2030,0.0181
REGION1,LNDOATHIBC1,2031,0.0181
REGION1,LNDOATHIBC1,2032,0.0204
REGION1,LNDOATHIBC1,2033,0.0181
REGION1,LNDOATHIBC1,2034,0.0181
REGION1,LNDOATHIBC1,2035,0.0181
REGION1,LNDOATHIBC1,2036,0.0046
REGION1,LNDOATHIBC1,2037,0.0023
REGION1,LNDOATHIBC1,2038,0.0023
REGION1,LNDOATHIBC1,2039,0.0046
REGION1,LNDOATHIBC1,2040,0.0093
REGION1,LNDOATHIBC1,2041,0.0204
REGION1,LNDOATHIBC1,2042,0.0204
REGION1,LNDOATHIBC1,2043,0.0227
REGION1,LNDOATHIBC1,2044,0.0227
REGION1,LNDOATHIBC1,2045,0.0204
REGION1,LNDOATHIBC1,2046,0.0204
REGION1,LNDOATHIBC1,2047,0.025
REGION1,LNDOATHIBC1,2048,0.0204
REGION1,LNDOATHIBC1,2049,0.0204
REGION1,LNDOATHIBC1,2050,0.0227
REGION1,LNDOTHIIBC1,2020,2.4438
REGION1,LNDOTHIIBC1,2021,0.4559
REGION1,LNDOTHIIBC1,2022,0.0743
REGION1,LNDOTHIIBC1,2023,0.0743
REGION1,LNDOTHIIBC1,2024,0.0967
REGION1,LNDOTHIIBC1,2025,0.0406
REGION1,LNDOTHIIBC1,2026,0.0855
REGION1,LNDOTHIIBC1,2027,0.0967
REGION1,LNDOTHIIBC1,2028,0.1192
REGION1,LNDOTHIIBC1,2029,0.0743
REGION1,LNDOTHIIBC1,2030,0.1304
REGION1,LNDOTHIIBC1,2031,0.108
REGION1,LNDOTHIIBC1,2032,0.0406
REGION1,LNDOTHIIBC1,2033,0.0967
REGION1,LNDOTHIIBC1,2034,0.0967
REGION1,LNDOTHIIBC1,2035,2.5405
REGION1,LNDOTHIIBC1,2036,0.5232
REGION1,LNDOTHIIBC1,2037,0.1304
REGION1,LNDOTHIIBC1,2038,0.1192
REGION1,LNDOTHIIBC1,2039,0.1528
REGION1,LNDOTHIIBC1,2040,0.0855
REGION1,LNDOTHIIBC1,2041,0.1416
REGION1,LNDOTHIIBC1,2042,0.1416
REGION1,LNDOTHIIBC1,2043,0.1865
REGION1,LNDOTHIIBC1,2044,0.1192
REGION1,LNDOTHIIBC1,2045,0.1865
REGION1,LNDOTHIIBC1,2046,0.1641
REGION1,LNDOTHIIBC1,2047,0.0855
REGION1,LNDOTHIIBC1,2048,0.1528
REGION1,LNDOTHIIBC1,2049,0.1528
REGION1,LNDOTHIIBC1,2050,2.5966
REGION1,LNDPEAHIBC1,2025,0.0131
REGION1,LNDPEAHIBC1,2026,0.0145
REGION1,LNDPEAHIBC1,2027,0.0179
REGION1,LNDPEAHIBC1,2028,0.0145
REGION1,LNDPEAHIBC1,2029,0.0179
REGION1,LNDPEAHIBC1,2030,0.0145
REGION1,LNDPEAHIBC1,2031,0.0145
REGION1,LNDPEAHIBC1,2032,0.0179
REGION1,LNDPEAHIBC1,2033,0.0145
REGION1,LNDPEAHIBC1,2034,0.0179
REGION1,LNDPEAHIBC1,2035,0.0145
REGION1,LNDPEAHIBC1,2036,0.0034
REGION1,LNDPEAHIBC1,2037,0.0067
REGION1,LNDPEAHIBC1,2038,0.0034
REGION1,LNDPEAHIBC1,2039,0.0067
REGION1,LNDPEAHIBC1,2040,0.0165
REGION1,LNDPEAHIBC1,2041,0.0179
REGION1,LNDPEAHIBC1,2042,0.0246
REGION1,LNDPEAHIBC1,2043,0.0179
REGION1,LNDPEAHIBC1,2044,0.0246
REGION1,LNDPEAHIBC1,2045,0.0179
REGION1,LNDPEAHIBC1,2046,0.0179
REGION1,LNDPEAHIBC1,2047,0.0246
REGION1,LNDPEAHIBC1,2048,0.0179
REGION1,LNDPEAHIBC1,2049,0.0246
REGION1,LNDPEAHIBC1,2050,0.0179
REGION1,LNDPTWHIBC1,2035,0.0002
REGION1,LNDPTWHIBC1,2037,0.0
REGION1,LNDPTWHIBC1,2040,0.0
REGION1,LNDPTWHIBC1,2044,0.0
REGION1,LNDPTWHIBC1,2047,0.0
REGION1,LNDPTWHIBC1,2050,0.0002
REGION1,LNDRAPHIBC1,2025,0.0194
REGION1,LNDRAPHIBC1,2026,0.0278
REGION1,LNDRAPHIBC1,2027,0.0278
REGION1,LNDRAPHIBC1,2028,0.0251
REGION1,LNDRAPHIBC1,2029,0.0278
REGION1,LNDRAPHIBC1,2030,0.0278
REGION1,LNDRAPHIBC1,2031,0.0251
REGION1,LNDRAPHIBC1,2032,0.0278
REGION1,LNDRAPHIBC1,2033,0.0278
REGION1,LNDRAPHIBC1,2034,0.0251
REGION1,LNDRAPHIBC1,2035,0.0278
REGION1,LNDRAPHIBC1,2036,0.0055
REGION1,LNDRAPHIBC1,2037,0.0027
REGION1,LNDRAPHIBC1,2038,0.0055
REGION1,LNDRAPHIBC1,2039,0.0027
REGION1,LNDRAPHIBC1,2040,0.0249
REGION1,LNDRAPHIBC1,2041,0.0333
REGION1,LNDRAPHIBC1,2042,0.0305
REGION1,LNDRAPHIBC1,2043,0.0305
REGION1,LNDRAPHIBC1,2044,0.0333
REGION1,LNDRAPHIBC1,2045,0.0305
REGION1,LNDRAPHIBC1,2046,0.0306
REGION1,LNDRAPHIBC1,2047,0.0333
REGION1,LNDRAPHIBC1,2048,0.0306
REGION1,LNDRAPHIBC1,2049,0.0305
REGION1,LNDRAPHIBC1,2050,0.0333
REGION1,LNDRYEHRBC1,2031,0.0001
REGION1,LNDRYEHRBC1,2032,0.0012
REGION1,LNDRYEHRBC1,2033,0.0012
REGION1,LNDRYEHRBC1,2034,0.0012
REGION1,LNDRYEHRBC1,2035,0.0012
REGION1,LNDRYEHRBC1,2047,0.0009
REGION1,LNDRYEHRBC1,2048,0.0012
REGION1,LNDRYEHRBC1,2049,0.0012
REGION1,LNDRYEHRBC1,2050,0.0012
REGION1,LNDWATBC1,2020,43.4773
REGION1,LNDWATBC1,2021,43.4773
REGION1,LNDWATBC1,2022,43.4773
REGION1,LNDWATBC1,2023,43.4773
REGION1,LNDWATBC1,2024,43.4773
REGION1,LNDWATBC1,2025,43.4773
REGION1,LNDWATBC1,2026,43.4773
REGION1,LNDWATBC1,2027,43.4773
REGION1,LNDWATBC1,2028,43.4773
REGION1,LNDWATBC1,2029,43.4773
REGION1,LNDWATBC1,2030,43.4773
REGION1,LNDWATBC1,2031,43.4773
REGION1,LNDWATBC1,2032,43.4773
REGION1,LNDWATBC1,2033,43.4773
REGION1,LNDWATBC1,2034,43.4773
REGION1,LNDWATBC1,2035,43.4773
REGION1,LNDWATBC1,2036,43.4773
REGION1,LNDWATBC1,2037,43.4773
REGION1,LNDWATBC1,2038,43.4773
REGION1,LNDWATBC1,2039,43.4773
REGION1,LNDWATBC1,2040,43.4773
REGION1,LNDWATBC1,2041,43.4773
REGION1,LNDWATBC1,2042,43.4773
REGION1,LNDWATBC1,2043,43.4773
REGION1,LNDWATBC1,2044,43.4773
REGION1,LNDWATBC1,2045,43.4773
REGION1,LNDWATBC1,2046,43.4773
REGION1,LNDWATBC1,2047,43.4773
REGION1,LNDWATBC1,2048,43.4773
REGION1,LNDWATBC1,2049,43.4773
REGION1,LNDWATBC1,2050,43.4773
REGION1,LNDWHEHRBC1,2031,0.003
REGION1,LNDWHEHRBC1,2032,0.028
REGION1,LNDWHEHRBC1,2033,0.028
REGION1,LNDWHEHRBC1,2034,0.0267
REGION1,LNDWHEHRBC1,2035,0.028
REGION1,LNDWHEHRBC1,2036,0.0013
REGION1,LNDWHEHRBC1,2037,0.0013
REGION1,LNDWHEHRBC1,2038,0.0013
REGION1,LNDWHEHRBC1,2039,0.0013
REGION1,LNDWHEHRBC1,2040,0.0013
REGION1,LNDWHEHRBC1,2041,0.0013
REGION1,LNDWHEHRBC1,2042,0.0013
REGION1,LNDWHEHRBC1,2044,0.0013
REGION1,LNDWHEHRBC1,2045,0.0013
REGION1,LNDWHEHRBC1,2046,0.0042
REGION1,LNDWHEHRBC1,2047,0.0293
REGION1,LNDWHEHRBC1,2048,0.0292
REGION1,LNDWHEHRBC1,2049,0.028
REGION1,LNDWHEHRBC1,2050,0.0292
REGION1,MINLNDBC1,2020,934.3434
REGION1,MINLNDBC1,2021,934.3434
REGION1,MINLNDBC1,2022,934.3434
REGION1,MINLNDBC1,2023,934.3434
REGION1,MINLNDBC1,2024,934.3434
REGION1,MINLNDBC1,2025,934.3434
REGION1,MINLNDBC1,2026,934.3434
REGION1,MINLNDBC1,2027,934.3434
REGION1,MINLNDBC1,2028,934.3434
REGION1,MINLNDBC1,2029,934.3434
REGION1,MINLNDBC1,2030,934.3434
REGION1,MINLNDBC1,2031,934.3434
REGION1,MINLNDBC1,2032,934.3434
REGION1,MINLNDBC1,2033,934.3434
REGION1,MINLNDBC1,2034,934.3434
REGION1,MINLNDBC1,2035,934.3434
REGION1,MINLNDBC1,2036,934.3434
REGION1,MINLNDBC1,2037,934.3434
REGION1,MINLNDBC1,2038,934.3434
REGION1,MINLNDBC1,2039,934.3434
REGION1,MINLNDBC1,2040,934.3434
REGION1,MINLNDBC1,2041,934.3434
REGION1,MINLNDBC1,2042,934.3434
REGION1,MINLNDBC1,2043,934.3434
REGION1,MINLNDBC1,2044,934.3434
REGION1,MINLNDBC1,2045,934.3434
REGION1,MINLNDBC1,2046,934.3434
REGION1,MINLNDBC1,2047,934.3434
REGION1,MINLNDBC1,2048,934.3434
REGION1,MINLNDBC1,2049,934.3434
REGION1,MINLNDBC1,2050,934.3434
REGION1,MINNGS,2020,396.6364
REGION1,MINNGS,2024,4.1616
REGION1,MINNGS,2025,24.5657
REGION1,MINNGS,2026,35.8485
REGION1,MINNGS,2027,11.0606
REGION1,MINNGS,2028,4.1111
REGION1,MINNGS,2029,4.3636
REGION1,MINNGS,2030,20.7576
REGION1,MINNGS,2031,28.798
REGION1,MINNGS,2032,19.101
REGION1,MINNGS,2033,0.4949
REGION1,MINNGS,2034,0.8283
REGION1,MINNGS,2035,1.7879
REGION1,MINNGS,2036,1.9192
REGION1,MINNGS,2037,0.8687
REGION1,MINNGS,2038,1.1212
REGION1,MINNGS,2039,1.3939
REGION1,MINNGS,2040,1.4747
REGION1,MINNGS,2041,29.801
REGION1,MINNGS,2042,7.8939
REGION1,MINNGS,2043,7.8939
REGION1,MINNGS,2044,7.8939
REGION1,MINNGS,2045,7.8929
REGION1,MINNGS,2046,7.8929
REGION1,MINNGS,2047,7.8939
REGION1,MINNGS,2048,7.8929
REGION1,MINNGS,2049,7.8939
REGION1,MINNGS,2050,7.8939
REGION1,MINPRCBC1,2020,686.6952
REGION1,MINPRCBC1,2021,694.3914
REGION1,MINPRCBC1,2022,694.2514
REGION1,MINPRCBC1,2023,694.7006
REGION1,MINPRCBC1,2024,695.0745
REGION1,MINPRCBC1,2025,695.1432
REGION1,MINPRCBC1,2026,695.5073
REGION1,MINPRCBC1,2027,695.6786
REGION1,MINPRCBC1,2028,675.2724
REGION1,MINPRCBC1,2029,675.6098
REGION1,MINPRCBC1,2030,675.8643
REGION1,MINPRCBC1,2031,676.3085
REGION1,MINPRCBC1,2032,676.318
REGION1,MINPRCBC1,2033,676.6437
REGION1,MINPRCBC1,2034,676.8253
REGION1,MINPRCBC1,2035,677.1322
REGION1,MINPRCBC1,2036,677.641
REGION1,MINPRCBC1,2037,678.0726
REGION1,MINPRCBC1,2038,678.3897
REGION1,MINPRCBC1,2039,678.5805
REGION1,MINPRCBC1,2040,678.8204
REGION1,MINPRCBC1,2041,679.1946
REGION1,MINPRCBC1,2042,679.5342
REGION1,MINPRCBC1,2043,679.9002
REGION1,MINPRCBC1,2044,680.221
REGION1,MINPRCBC1,2045,680.5542
REGION1,MINPRCBC1,2046,680.8796
REGION1,MINPRCBC1,2047,681.2098
REGION1,MINPRCBC1,2048,681.5449
REGION1,MINPRCBC1,2049,681.8701
REGION1,MINPRCBC1,2050,682.2033
REGION1,PWRHYDB13,2025,1.1
REGION1,PWRTRNB01,2020,10.711
REGION1,PWRTRNB01,2021,10.8755
REGION1,PWRTRNB01,2022,11.0349
REGION1,PWRTRNB01,2023,11.2075
REGION1,PWRTRNB01,2024,11.4219
REGION1,PWRTRNB01,2025,11.6624
REGION1,PWRTRNB01,2026,11.9642
REGION1,PWRTRNB01,2027,12.1039
REGION1,PWRTRNB01,2028,12.2019
REGION1,PWRTRNB01,2029,12.2967
REGION1,PWRTRNB01,2030,12.4749
REGION1,PWRTRNB01,2031,12.6723
REGION1,PWRTRNB01,2032,12.8679
REGION1,PWRTRNB01,2033,12.987
REGION1,PWRTRNB01,2034,13.0548
REGION1,PWRTRNB01,2035,13.1322
REGION1,PWRTRNB01,2036,13.2183
REGION1,PWRTRNB01,2037,13.3131
REGION1,PWRTRNB01,2038,13.4336
REGION1,PWRTRNB01,2039,13.5554
REGION1,PWRTRNB01,2040,13.6777
REGION1,PWRTRNB01,2041,13.7838
REGION1,PWRTRNB01,2042,13.8935
REGION1,PWRTRNB01,2043,14.0032
REGION1,PWRTRNB01,2044,14.1127
REGION1,PWRTRNB01,2045,14.2224
REGION1,PWRTRNB01,2046,14.332
REGION1,PWRTRNB01,2047,14.4416
REGION1,PWRTRNB01,2048,14.5513
REGION1,PWRTRNB01,2049,14.6609
REGION1,PWRTRNB01,2050,14.7705
REGION1,PWRWNDB09,2020,0.4133
REGION1,PWRWNDB09,2021,0.115
REGION1,PWRWNDB09,2022,0.1115
REGION1,PWRWNDB09,2023,0.1208
REGION1,PWRWNDB09,2024,0.1499
REGION1,PWRWNDB09,2026,0.0492
REGION1,PWRWNDB09,2027,0.0977
REGION1,PWRWNDB09,2028,0.0685
REGION1,PWRWNDB09,2029,0.0663
REGION1,PWRWNDB09,2030,0.1246
REGION1,PWRWNDB09,2031,0.138
REGION1,PWRWNDB09,2032,0.1368
REGION1,PWRWNDB09,2033,0.0833
REGION1,PWRWNDB09,2034,0.0474
REGION1,PWRWNDB09,2035,0.0764
REGION1,PWRWNDB09,2036,0.0602
REGION1,PWRWNDB09,2037,0.1083
REGION1,PWRWNDB09,2038,0.1384
REGION1,PWRWNDB09,2039,0.1212
REGION1,PWRWNDB09,2040,0.0855
REGION1,PWRWNDB09,2041,0.0744
REGION1,PWRWNDB09,2042,0.0767
REGION1,PWRWNDB09,2043,0.1549
REGION1,PWRWNDB09,2044,0.0766
REGION1,PWRWNDB09,2045,0.4986
REGION1,PWRWNDB09,2046,0.1916
REGION1,PWRWNDB09,2047,0.1881
REGION1,PWRWNDB09,2048,0.1974
REGION1,PWRWNDB09,2049,0.2266
REGION1,PWRWNDB09,2050,0.0766
REGION1,RNWBIO,2020,237.6885
REGION1,RNWBIO,2021,238.3148
REGION1,RNWBIO,2022,238.6885
REGION1,RNWBIO,2023,239.3754
REGION1,RNWBIO,2024,240.2339
REGION1,RNWBIO,2025,224.4982
REGION1,RNWBIO,2026,239.7188
REGION1,RNWBIO,2027,239.739
REGION1,RNWBIO,2028,239.6885
REGION1,RNWBIO,2029,239.1329
REGION1,RNWBIO,2030,238.3552
REGION1,RNWBIO,2031,237.3552
REGION1,RNWBIO,2032,236.2137
REGION1,RNWBIO,2033,234.84
REGION1,RNWBIO,2034,233.2137
REGION1,RNWBIO,2035,231.7693
REGION1,RNWBIO,2036,230.244
REGION1,RNWBIO,2037,228.6986
REGION1,RNWBIO,2038,227.1935
REGION1,RNWBIO,2039,225.7289
REGION1,RNWBIO,2040,224.3248
REGION1,RNWBIO,2041,223.6046
REGION1,RNWBIO,2042,222.3804
REGION1,RNWBIO,2043,221.1541
REGION1,RNWBIO,2044,219.9289
REGION1,RNWBIO,2045,218.7036
REGION1,RNWBIO,2046,217.4784
REGION1,RNWBIO,2047,216.2541
REGION1,RNWBIO,2048,215.0279
REGION1,RNWBIO,2049,213.8046
REGION1,RNWBIO,2050,212.5774
REGION1,RNWHYD,2020,304.5815
REGION1,RNWHYD,2021,306.1408
REGION1,RNWHYD,2022,307.6524
REGION1,RNWHYD,2023,309.2898
REGION1,RNWHYD,2024,311.3226
REGION1,RNWHYD,2025,324.0097
REGION1,RNWHYD,2026,326.8721
REGION1,RNWHYD,2027,328.1968
REGION1,RNWHYD,2028,329.1263
REGION1,RNWHYD,2029,330.0254
REGION1,RNWHYD,2030,331.715
REGION1,RNWHYD,2031,333.587
REGION1,RNWHYD,2032,335.4417
REGION1,RNWHYD,2033,336.571
REGION1,RNWHYD,2034,337.2138
REGION1,RNWHYD,2035,337.8429
REGION1,RNWHYD,2036,338.6594
REGION1,RNWHYD,2037,339.3612
REGION1,RNWHYD,2038,340.2445
REGION1,RNWHYD,2039,341.8906
REGION1,RNWHYD,2040,343.0503
REGION1,RNWHYD,2041,344.0574
REGION1,RNWHYD,2042,345.0976
REGION1,RNWHYD,2043,345.7286
REGION1,RNWHYD,2044,346.7675
REGION1,RNWHYD,2045,347.7652
REGION1,RNWHYD,2046,348.8046
REGION1,RNWHYD,2047,349.8444
REGION1,RNWHYD,2048,350.8838
REGION1,RNWHYD,2049,351.9236
REGION1,RNWHYD,2050,352.963
REGION1,RNWSOL,2020,0.0424
REGION1,RNWSOL,2021,0.0424
REGION1,RNWSOL,2022,0.0424
REGION1,RNWSOL,2023,0.0424
REGION1,RNWSOL,2024,0.0424
REGION1,RNWSOL,2025,0.0424
REGION1,RNWSOL,2026,0.0424
REGION1,RNWSOL,2027,0.0424
REGION1,RNWSOL,2028,0.0424
REGION1,RNWSOL,2029,0.0424
REGION1,RNWSOL,2030,0.0424
REGION1,RNWSOL,2031,0.0424
REGION1,RNWSOL,2032,0.0424
REGION1,RNWSOL,2033,0.0424
REGION1,RNWSOL,2034,0.0424
REGION1,RNWSOL,2035,0.0424
REGION1,RNWSOL,2036,0.0424
REGION1,RNWSOL,2037,0.0424
REGION1,RNWSOL,2038,0.0424
REGION1,RNWSOL,2039,0.0424
REGION1,RNWSOL,2040,0.0424
REGION1,RNWWND,2020,65.734
REGION1,RNWWND,2021,76.6128
REGION1,RNWWND,2022,87.1582
REGION1,RNWWND,2023,98.5825
REGION1,RNWWND,2024,112.7643
REGION1,RNWWND,2025,112.7643
REGION1,RNWWND,2026,117.4224
REGION1,RNWWND,2027,126.6649
REGION1,RNWWND,2028,133.1497
REGION1,RNWWND,2029,139.4224
REGION1,RNWWND,2030,151.2103
REGION1,RNWWND,2031,164.2709
REGION1,RNWWND,2032,177.2103
REGION1,RNWWND,2033,185.0891
REGION1,RNWWND,2034,189.574
REGION1,RNWWND,2035,194.3289
REGION1,RNWWND,2036,200.0258
REGION1,RNWWND,2037,205.6587
REGION1,RNWWND,2038,213.3723
REGION1,RNWWND,2039,219.9474
REGION1,RNWWND,2040,228.0383
REGION1,RNWWND,2041,235.0762
REGION1,RNWWND,2042,242.3338
REGION1,RNWWND,2043,248.656
REGION1,RNWWND,2044,255.9045
REGION1,RNWWND,2045,263.0224
REGION1,RNWWND,2046,270.2739
REGION1,RNWWND,2047,277.5284
REGION1,RNWWND,2048,284.78
REGION1,RNWWND,2049,292.0345
REGION1,RNWWND,2050,299.286
